sampleID,depthUpper,depthLower,weight,toc,sh0,sh1,oil,sh2,nso,s3,tMax,depthMedian,hi,oi,tpi,osi,oilInRock,vRo1,vRo2,vRo3,prcntOilLight,prcntOilHeavy,prcntNso,s2s3,wellID,rowID
12,2385.36,,60.4,0.57,0,0.26,0.26,0.36,0,0.82,444,"2,385.36",63.16,143.86,0.42,45.61,6.31,0.88,0.77,0.83,0,100,0,0.44,22,22-Dec
13,2389.63,,60.2,0.84,0,0.15,0.15,0.33,0,0.92,442,"2,389.63",39.29,109.52,0.31,17.86,3.64,0.84,0.74,0.8,0,100,0,0.36,22,22-13
14,2401.82,,60.8,0.72,0,0.28,0.28,0.41,0,0.52,441,"2,401.82",56.94,72.22,0.41,38.89,6.79,0.83,0.72,0.78,0,100,0,0.79,22,22-14
15,2404.87,,60.5,0.72,0,0.19,0.19,0.51,0,0.83,444,"2,404.87",70.83,115.28,0.27,26.39,4.61,0.88,0.77,0.83,0,100,0,0.61,22,22-15
16,2407.92,,60.4,0.97,0,0.37,0.37,1.25,0,0.61,433,"2,407.92",128.87,62.89,0.23,38.14,8.97,0.69,0.6,0.63,0,100,0,2.05,22,22-16
17,2410.97,,60.4,0.66,0,0.39,0.39,0.48,0,0.76,441,"2,410.97",72.73,115.15,0.45,59.09,9.46,0.83,0.72,0.78,0,100,0,0.63,22,22-17
18,2412.19,,60.2,0.62,0,0.27,0.27,0.4,0,0.92,445,"2,412.19",64.52,148.39,0.4,43.55,6.55,0.9,0.78,0.85,0,100,0,0.43,22,22-18
19,2413.41,,60.6,0.47,0,0.12,0.12,0.13,0,0.89,444,"2,413.41",27.66,189.36,0.48,25.53,2.91,0.88,0.77,0.83,0,100,0,0.15,22,22-19
20,2414.63,,0,0.39,0,0.11,0.11,0.15,0,0.86,448,"2,414.63",38.46,220.51,0.42,28.21,2.67,0.95,0.83,0.9,0,100,0,0.17,22,22-20
21,2415.84,,0,0.36,0,0.12,0.12,0.14,0,0.77,446,"2,415.84",38.89,213.89,0.46,33.33,2.91,0.91,0.8,0.87,0,100,0,0.18,22,22-21
22,2416.76,,0,0.41,0,0.13,0.13,0.16,0,0.81,440,"2,416.76",39.02,197.56,0.45,31.71,3.15,0.81,0.71,0.76,0,100,0,0.2,22,22-22
23,2417.06,,0,0.58,0,0.23,0.23,0.42,0,0.73,431,"2,417.06",72.41,125.86,0.35,39.66,5.58,0.66,0.57,0.6,0,100,0,0.58,22,22-23
24,2426.21,,0,0.84,0,0.28,0.28,0.5,0,0.99,438,"2,426.21",59.52,117.86,0.36,33.33,6.79,0.78,0.68,0.72,0,100,0,0.51,22,22-24
1,2054,,0,1.96,0,1.14,1.14,5.84,0,0.5,444,"2,054.00",297.96,25.51,0.16,58.16,27.65,0.88,0.77,0.83,0,100,0,11.68,23,23-Jan
2,2061,,0,1.98,0,1.03,1.03,6.8,0,0.47,442,"2,061.00",343.43,23.74,0.13,52.02,24.98,0.84,0.74,0.8,0,100,0,14.47,23,23-Feb
3,2065,,0,0.93,0,0.66,0.66,2.06,0,0.59,442,"2,065.00",221.51,63.44,0.24,70.97,16.01,0.84,0.74,0.8,0,100,0,3.49,23,23-Mar
4,2070.1,,0,8.32,0,5.22,5.22,37.03,0,0.51,441,"2,070.10",445.07,6.13,0.12,62.74,126.59,0.83,0.72,0.78,0,100,0,72.61,23,23-Apr
5,2071.5,,0,1.59,0,1.4,1.4,5.12,0,0.4,441,"2,071.50",322.01,25.16,0.21,88.05,33.95,0.83,0.72,0.78,0,100,0,12.8,23,23-May
6,2075,,60.5,4.49,0,2.06,2.06,16.02,0,0.45,443,"2,075.00",356.79,10.02,0.11,45.88,49.96,0.86,0.75,0.81,0,100,0,35.6,23,23-Jun
7,2079.5,,60.2,0.5,0,0.2,0.2,0.47,0,0.83,440,"2,079.50",94,166,0.3,40,4.85,0.81,0.71,0.76,0,100,0,0.57,23,23-Jul
8,2085.5,,60.4,5.64,0,2.6,2.6,24.66,0,0.47,441,"2,085.50",437.23,8.33,0.1,46.1,63.05,0.83,0.72,0.78,0,100,0,52.47,23,23-Aug
9,2090,,60.1,10.26,0,6.84,6.84,35.94,0,0.67,442,"2,090.00",350.29,6.53,0.16,66.67,165.87,0.84,0.74,0.8,0,100,0,53.64,23,23-Sep
10,2091.5,,60.1,5.88,0,3.92,3.92,21.22,0,0.46,444,"2,091.50",360.88,7.82,0.16,66.67,95.06,0.88,0.77,0.83,0,100,0,46.13,23,23-Oct
11,2093,,60.2,4.39,0,3.05,3.05,16.06,0,0.59,444,"2,093.00",365.83,13.44,0.16,69.48,73.96,0.88,0.77,0.83,0,100,0,27.22,23,23-Nov
12,2101.6,,60.4,9.81,0,6.34,6.34,35.82,0,0.82,443,"2,101.60",365.14,8.36,0.15,64.63,153.75,0.86,0.75,0.81,0,100,0,43.68,23,23-Dec
13,2103,,60.2,5.2,0,4.26,4.26,16.49,0,0.68,444,"2,103.00",317.12,13.08,0.21,81.92,103.31,0.88,0.77,0.83,0,100,0,24.25,23,23-13
14,2105,,60.8,7.14,0,5.84,5.84,26.93,0,0.63,443,"2,105.00",377.17,8.82,0.18,81.79,141.62,0.86,0.75,0.81,0,100,0,42.75,23,23-14
1,2302.74,,0,0.81,0,0.15,0.15,0.26,0,0.41,444,"2,302.74",31.96,50.39,0.37,18.44,3.64,0.88,0.77,0.83,0,100,0,0.63,24,24-Jan
2,2305.73,,0,0.54,0,0.29,0.29,0.57,0,0.28,442,"2,305.73",105.77,51.96,0.34,53.81,7.03,0.84,0.74,0.8,0,100,0,2.04,24,24-Feb
3,2307.31,,0,1.74,0,1.81,1.81,4.07,0,0.33,442,"2,307.31",233.37,18.92,0.31,103.78,43.89,0.84,0.74,0.8,0,100,0,12.33,24,24-Mar
4,2308.73,,0,5.14,0,4.71,4.71,17.95,0,0.37,441,"2,308.73",349.15,7.2,0.21,91.62,114.22,0.83,0.72,0.78,0,100,0,48.51,24,24-Apr
5,2309.9,,0,3.59,0,2.4,2.4,10.62,0,0.37,441,"2,309.90",296.23,10.32,0.18,66.95,58.2,0.83,0.72,0.78,0,100,0,28.7,24,24-May
6,2311.23,,60.5,1.32,0,1.02,1.02,2.87,0,0.22,443,"2,311.23",218.25,16.73,0.26,77.57,24.74,0.86,0.75,0.81,0,100,0,13.05,24,24-Jun
7,2312.83,,60.2,6.94,0,6.52,6.52,28.74,0,0.47,440,"2,312.83",414.36,6.78,0.18,94,158.11,0.81,0.71,0.76,0,100,0,61.15,24,24-Jul
8,2313.53,,60.4,0.45,0,0.26,0.26,0.72,0,0.23,441,"2,313.53",159.86,51.07,0.27,57.73,6.31,0.83,0.72,0.78,0,100,0,3.13,24,24-Aug
9,2315.68,,60.1,0.33,0,0.09,0.09,0.2,0,0.22,442,"2,315.68",60.19,66.21,0.31,27.08,2.18,0.84,0.74,0.8,0,100,0,0.91,24,24-Sep
10,2316.87,,60.1,2.42,0,2.21,2.21,5.29,0,0.4,444,"2,316.87",218.6,16.53,0.29,91.32,53.59,0.88,0.77,0.83,0,100,0,13.23,24,24-Oct
11,2321.09,,60.2,0.49,0,0.47,0.47,0.41,0,0.84,444,"2,321.09",84.4,172.91,0.53,96.75,11.4,0.88,0.77,0.83,0,100,0,0.49,24,24-Nov
12,2322.57,,60.4,0.44,0,0.14,0.14,0.2,0,0.65,443,"2,322.57",45.2,146.89,0.41,31.64,3.4,0.86,0.75,0.81,0,100,0,0.31,24,24-Dec
13,2334.2,,60.2,1.84,0,1.63,1.63,4.4,0,0.34,444,"2,334.20",239.65,18.52,0.27,88.78,39.53,0.88,0.77,0.83,0,100,0,12.94,24,24-13
14,2335.48,,60.8,0.67,0,0.49,0.49,1.07,0,0.27,443,"2,335.48",159.89,40.35,0.31,73.22,11.88,0.86,0.75,0.81,0,100,0,3.96,24,24-14
15,2343.43,,60.5,2.35,0,2.96,2.96,4.77,0,0.48,444,"2,343.43",203.24,20.45,0.38,126.12,71.78,0.88,0.77,0.83,0,100,0,9.94,24,24-15
16,2347.33,,60.4,0.65,0,0.78,0.78,1.1,0,0.35,443,"2,347.33",168.04,53.47,0.41,119.16,18.92,0.86,0.75,0.81,0,100,0,3.14,24,24-16
4,2963.59,,60.1,2.16,0,0.05,0.05,2.14,0,0.09,455,"2,963.59",99.07,4.17,0.02,2.31,1.21,1.07,0.93,1.03,0,100,0,23.78,25,25-Apr
5,2966.68,,60.1,1.48,0,0.05,0.05,1.38,0,0.05,456,"2,966.68",93.24,3.38,0.03,3.38,1.21,1.08,0.94,1.05,0,100,0,27.6,25,25-May
6,2968.95,,60.2,2.4,0,0.06,0.06,2.68,0,0.08,455,"2,968.95",111.67,3.33,0.02,2.5,1.46,1.07,0.93,1.03,0,100,0,33.5,25,25-Jun
7,2970.32,,60.4,1.94,0,0.06,0.06,2.11,0,0.05,456,"2,970.32",108.76,2.58,0.03,3.09,1.46,1.08,0.94,1.05,0,100,0,42.2,25,25-Jul
8,2971.74,,60.2,2.21,0,0.05,0.05,2.51,0,0.09,454,"2,971.74",113.57,4.07,0.02,2.26,1.21,1.05,0.91,1.01,0,100,0,27.89,25,25-Aug
9,2973.65,,60.8,2.36,0,0.06,0.06,2.88,0,0.09,456,"2,973.65",122.03,3.81,0.02,2.54,1.46,1.08,0.94,1.05,0,100,0,32,25,25-Sep
10,2975,,60.5,2.43,0,0.07,0.07,2.77,0,0.1,456,"2,975.00",113.99,4.12,0.02,2.88,1.7,1.08,0.94,1.05,0,100,0,27.7,25,25-Oct
11,2977.71,,60.4,2.59,0,0.11,0.11,3.08,0,0.07,459,"2,977.71",118.92,2.7,0.03,4.25,2.67,1.13,0.99,1.1,0,100,0,44,25,25-Nov
12,2979.23,,60.4,2.29,0,0.05,0.05,2.39,0,0.13,457,"2,979.23",104.37,5.68,0.02,2.18,1.21,1.1,0.96,1.07,0,100,0,18.38,25,25-Dec
13,2982.22,,60.2,2.77,0,0.08,0.08,3.26,0,0.07,453,"2,982.22",117.69,2.53,0.02,2.89,1.94,1.03,0.9,0.99,0,100,0,46.57,25,25-13
14,2983.53,,60.6,4.13,0,0.12,0.12,5.29,0,0.11,452,"2,983.53",128.09,2.66,0.02,2.91,2.91,1.01,0.88,0.98,0,100,0,48.09,25,25-14
15,2985.26,,0,3.36,0,0.08,0.08,3.92,0,0.1,456,"2,985.26",116.67,2.98,0.02,2.38,1.94,1.08,0.94,1.05,0,100,0,39.2,25,25-15
16,2986.87,,0,2.34,0,0.05,0.05,2.55,0,0.08,459,"2,986.87",108.97,3.42,0.02,2.14,1.21,1.13,0.99,1.1,0,100,0,31.88,25,25-16
17,2989.77,,0,1.66,0,0.04,0.04,1.53,0,0.13,456,"2,989.77",92.17,7.83,0.03,2.41,0.97,1.08,0.94,1.05,0,100,0,11.77,25,25-17
18,2991.63,,0,3.3,0,0.05,0.05,3.74,0,0.07,459,"2,991.63",113.33,2.12,0.01,1.52,1.21,1.13,0.99,1.1,0,100,0,53.43,25,25-18
19,2992.95,,0,4.08,0,0.08,0.08,4.95,0,0.08,459,"2,992.95",121.32,1.96,0.02,1.96,1.94,1.13,0.99,1.1,0,100,0,61.88,25,25-19
20,2995.08,,0,3.94,0,0.07,0.07,4.88,0,0.09,457,"2,995.08",123.86,2.28,0.01,1.78,1.7,1.1,0.96,1.07,0,100,0,54.22,25,25-20
21,2996.85,,0,3.46,0,0.05,0.05,4.19,0,0.15,457,"2,996.85",121.1,4.34,0.01,1.45,1.21,1.1,0.96,1.07,0,100,0,27.93,25,25-21
22,2998.82,,0,1.87,0,0.02,0.02,1.79,0,0.14,457,"2,998.82",95.72,7.49,0.01,1.07,0.49,1.1,0.96,1.07,0,100,0,12.79,25,25-22
25,3011.14,,0,3.66,0,0.05,0.05,4.21,0,0.08,457,"3,011.14",115.03,2.19,0.01,1.37,1.21,1.1,0.96,1.07,0,100,0,52.63,25,25-25
27,3014.37,,0,1.76,0,0.02,0.02,1.84,0,0.11,458,"3,014.37",104.55,6.25,0.01,1.14,0.49,1.12,0.97,1.08,0,100,0,16.73,25,25-27
28,3017.54,,0,2.72,0,0.05,0.05,2.94,0,0.08,458,"3,017.54",108.09,2.94,0.02,1.84,1.21,1.12,0.97,1.08,0,100,0,36.75,25,25-28
30,3021.31,,0,1,0,0.02,0.02,0.68,0,0.11,455,"3,021.31",68.2,11.03,0.03,2.01,0.49,1.07,0.93,1.03,0,100,0,6.18,25,25-30
1,2794.1,,60.5,1.63,0,4.14,4.14,3.56,0,0.18,444,"2,794.10",218.11,11.03,0.54,253.65,100.4,0.88,0.77,0.83,0,100,0,19.78,26,26-Jan
2,2794.7,,60.2,1.83,0,2.99,2.99,3.45,0,0.19,448,"2,794.70",188.07,10.36,0.46,163,72.51,0.95,0.83,0.9,0,100,0,18.16,26,26-Feb
3,2795.38,,60.4,2.54,0,6.25,6.25,4.72,0,0.11,448,"2,795.38",185.54,4.32,0.57,245.69,151.56,0.95,0.83,0.9,0,100,0,42.91,26,26-Mar
4,2796.5,,60.1,2.78,0,3.68,3.68,5.1,0,0.11,451,"2,796.50",183.4,3.96,0.42,132.34,89.24,1,0.87,0.96,0,100,0,46.36,26,26-Apr
5,2797,,60.1,1.42,0,3.1,3.1,3.17,0,0.1,448,"2,797.00",223.87,7.06,0.49,218.93,75.18,0.95,0.83,0.9,0,100,0,31.7,26,26-May
6,2797.8,,60.2,1.6,0,3.53,3.53,3.36,0,0.08,451,"2,797.80",210.22,5.01,0.51,220.86,85.6,1,0.87,0.96,0,100,0,42,26,26-Jun
7,2799.7,,60.4,2.75,0,5.28,5.28,5.94,0,0.07,450,"2,799.70",216.03,2.55,0.47,192.03,128.04,0.98,0.86,0.94,0,100,0,84.86,26,26-Jul
8,2800.4,,60.2,3.74,0,4.27,4.27,7.1,0,0.08,452,"2,800.40",189.95,2.14,0.38,114.24,103.55,1.01,0.88,0.98,0,100,0,88.75,26,26-Aug
9,2801.13,,60.8,2.78,0,3.41,3.41,5.77,0,0.06,454,"2,801.13",207.56,2.16,0.37,122.67,82.69,1.05,0.91,1.01,0,100,0,96.17,26,26-Sep
10,2802.4,,60.5,2.83,0,3.62,3.62,5.63,0,0.09,453,"2,802.40",198.66,3.18,0.39,127.73,87.79,1.03,0.9,0.99,0,100,0,62.56,26,26-Oct
11,2803.3,,60.4,2.33,0,3.45,3.45,4.93,0,0.09,453,"2,803.30",211.63,3.86,0.41,148.1,83.66,1.03,0.9,0.99,0,100,0,54.78,26,26-Nov
12,2804.2,,60.4,2.31,0,3.34,3.34,4.94,0,0.11,452,"2,804.20",213.98,4.76,0.4,144.68,81,1.01,0.88,0.98,0,100,0,44.91,26,26-Dec
13,2804.97,,60.2,3.39,0,3.15,3.15,6.09,0,0.1,453,"2,804.97",179.49,2.95,0.34,92.84,76.39,1.03,0.9,0.99,0,100,0,60.9,26,26-13
14,2806,,60.6,4.42,0,3.16,3.16,7.79,0,0.14,455,"2,806.00",176.3,3.17,0.29,71.52,76.63,1.07,0.93,1.03,0,100,0,55.64,26,26-14
15,2806.46,,0,3.63,0,3.23,3.23,7.02,0,0.11,454,"2,806.46",193.6,3.03,0.32,89.08,78.33,1.05,0.91,1.01,0,100,0,63.82,26,26-15
16,2807.6,,0,2.76,0,3.36,3.36,5.37,0,0.12,453,"2,807.60",194.74,4.35,0.38,121.85,81.48,1.03,0.9,0.99,0,100,0,44.75,26,26-16
17,2809,,0,2.04,0,3.23,3.23,4,0,0.15,449,"2,809.00",196.44,7.37,0.45,158.63,78.33,0.96,0.84,0.92,0,100,0,26.67,26,26-17
18,2809.7,,0,6.78,0,4.66,4.66,12.84,0,0.17,456,"2,809.70",189.44,2.51,0.27,68.75,113.01,1.08,0.94,1.05,0,100,0,75.53,26,26-18
19,2810.4,,0,5.49,0,4.35,4.35,10.28,0,0.15,455,"2,810.40",187.23,2.73,0.3,79.22,105.49,1.07,0.93,1.03,0,100,0,68.53,26,26-19
20,2811.02,,0,6.09,0,4.14,4.14,11.38,0,0.16,454,"2,811.02",186.99,2.63,0.27,68.02,100.4,1.05,0.91,1.01,0,100,0,71.13,26,26-20
21,2811.77,,0,2.97,0,2.56,2.56,4.96,0,0.16,452,"2,811.77",167.18,5.39,0.34,86.29,62.08,1.01,0.88,0.98,0,100,0,31,26,26-21
22,2813,,0,1.54,0,1.91,1.91,2.79,0,0.19,450,"2,813.00",180.62,12.3,0.41,123.65,46.32,0.98,0.86,0.94,0,100,0,14.68,26,26-22
23,2814.6,,0,3.8,0,4.37,4.37,7.32,0,0.14,453,"2,814.60",192.63,3.68,0.37,115,105.97,1.03,0.9,0.99,0,100,0,52.29,26,26-23
24,2815.7,,0,2.16,0,1.8,1.8,4.06,0,0.16,456,"2,815.70",187.96,7.41,0.31,83.33,43.65,1.08,0.94,1.05,0,100,0,25.38,26,26-24
25,2823.4,,0,3.48,0,5.31,5.31,7.03,0,0.12,453,"2,823.40",202.08,3.45,0.43,152.64,128.77,1.03,0.9,0.99,0,100,0,58.58,26,26-25
26,2826.2,,0,2.26,0,1.32,1.32,4.52,0,0.15,454,"2,826.20",199.79,6.63,0.23,58.35,32.01,1.05,0.91,1.01,0,100,0,30.13,26,26-26
27,2827.2,,0,4.68,0,2.79,2.79,8.15,0,0.1,453,"2,827.20",174.26,2.14,0.26,59.65,67.66,1.03,0.9,0.99,0,100,0,81.5,26,26-27
28,2828.3,,0,4.2,0,2.07,2.07,6.91,0,0.13,458,"2,828.30",164.52,3.1,0.23,49.29,50.2,1.12,0.97,1.08,0,100,0,53.15,26,26-28
1,2316.24,,60.5,4.08,0,2.6,2.6,12.19,0,0.1,450,"2,316.24",298.77,2.45,0.18,63.73,63.05,0.98,0.86,0.94,0,100,0,121.9,27,27-Jan
2,2324.92,,60.2,0.08,0,0.08,0.08,0.14,0,0.04,442,"2,324.92",175,50,0.36,100,1.94,0.84,0.74,0.8,0,100,0,3.5,27,27-Feb
3,2327.1,,60.4,0.25,0,0.29,0.29,0.53,0,0.03,443,"2,327.10",212,12,0.35,116,7.03,0.86,0.75,0.81,0,100,0,17.67,27,27-Mar
4,2332.69,,60.1,0.1,0,0.09,0.09,0.17,0,0.03,444,"2,332.69",170,30,0.35,90,2.18,0.88,0.77,0.83,0,100,0,5.67,27,27-Apr
5,2347.82,,60.1,2.67,0,2.01,2.01,7.2,0,0.16,447,"2,347.82",269.66,5.99,0.22,75.28,48.74,0.93,0.81,0.89,0,100,0,45,27,27-May
6,2348.04,,60.2,4.56,0,2.73,2.73,12.4,0,0.2,449,"2,348.04",271.93,4.39,0.18,59.87,66.2,0.96,0.84,0.92,0,100,0,62,27,27-Jun
7,2348.39,,60.4,5.89,0,3.08,3.08,17.91,0,0.21,447,"2,348.39",304.07,3.57,0.15,52.29,74.69,0.93,0.81,0.89,0,100,0,85.29,27,27-Jul
8,2348.68,,60.2,3.05,0,2.24,2.24,10.11,0,0.24,451,"2,348.68",331.48,7.87,0.18,73.44,54.32,1,0.87,0.96,0,100,0,42.13,27,27-Aug
9,2348.92,,60.8,4.24,0,2.74,2.74,13.1,0,0.19,451,"2,348.92",308.96,4.48,0.17,64.62,66.45,1,0.87,0.96,0,100,0,68.95,27,27-Sep
10,2349.56,,60.5,1.61,0,1.48,1.48,4.6,0,0.08,446,"2,349.56",285.71,4.97,0.24,91.93,35.89,0.91,0.8,0.87,0,100,0,57.5,27,27-Oct
11,2350.12,,60.4,9.6,0,4.34,4.34,31.19,0,0.39,448,"2,350.12",324.9,4.06,0.12,45.21,105.25,0.95,0.83,0.9,0,100,0,79.97,27,27-Nov
12,2350.68,,60.4,2,0,1.27,1.27,6.12,0,0.12,447,"2,350.68",306,6,0.17,63.5,30.8,0.93,0.81,0.89,0,100,0,51,27,27-Dec
13,2351.24,,60.2,1.41,0,1.09,1.09,4.92,0,0.06,448,"2,351.24",348.94,4.26,0.18,77.3,26.43,0.95,0.83,0.9,0,100,0,82,27,27-13
14,2351.66,,60.6,0.14,0,0.05,0.05,0.21,0,0.01,444,"2,351.66",150,7.14,0.19,35.71,1.21,0.88,0.77,0.83,0,100,0,21,27,27-14
15,2352.17,,0,8.58,0,4.08,4.08,28.2,0,0.29,449,"2,352.17",328.67,3.38,0.13,47.55,98.94,0.96,0.84,0.92,0,100,0,97.24,27,27-15
16,2352.71,,0,1.32,0,1.02,1.02,3.98,0,0.07,446,"2,352.71",301.52,5.3,0.2,77.27,24.74,0.91,0.8,0.87,0,100,0,56.86,27,27-16
17,2353.15,,0,1.22,0,1.01,1.01,3.98,0,0.08,446,"2,353.15",326.23,6.56,0.2,82.79,24.49,0.91,0.8,0.87,0,100,0,49.75,27,27-17
18,2353.5,,0,1.39,0,0.95,0.95,4.12,0,0.1,447,"2,353.50",296.4,7.19,0.19,68.35,23.04,0.93,0.81,0.89,0,100,0,41.2,27,27-18
19,2353.89,,0,0.68,0,0.36,0.36,1.56,0,0.04,443,"2,353.89",229.41,5.88,0.19,52.94,8.73,0.86,0.75,0.81,0,100,0,39,27,27-19
20,2354.47,,0,19.42,0,6.58,6.58,63.32,0,0.72,447,"2,354.47",326.06,3.71,0.09,33.88,159.57,0.93,0.81,0.89,0,100,0,87.94,27,27-20
21,2355.68,,0,0.24,0,0.29,0.29,0.41,0,0.01,438,"2,355.68",170.83,4.17,0.41,120.83,7.03,0.78,0.68,0.72,0,100,0,41,27,27-21
22,2356.28,,0,1.01,0,0.79,0.79,2.57,0,0.03,448,"2,356.28",254.46,2.97,0.24,78.22,19.16,0.95,0.83,0.9,0,100,0,85.67,27,27-22
23,2356.58,,0,3.13,0,1.55,1.55,8.91,0,0.16,449,"2,356.58",284.66,5.11,0.15,49.52,37.59,0.96,0.84,0.92,0,100,0,55.69,27,27-23
24,2356.7,,0,2.64,0,1.27,1.27,8.46,0,0.03,450,"2,356.70",320.45,1.14,0.13,48.11,30.8,0.98,0.86,0.94,0,100,0,282,27,27-24
25,2356.97,,0,1.6,0,0.88,0.88,4.61,0,0.09,449,"2,356.97",288.13,5.63,0.16,55,21.34,0.96,0.84,0.92,0,100,0,51.22,27,27-25
26,2357.39,,0,0.74,0,0.71,0.71,2.13,0,0.12,445,"2,357.39",287.84,16.22,0.25,95.95,17.22,0.9,0.78,0.85,0,100,0,17.75,27,27-26
27,2360.67,,0,0.26,0,0.18,0.18,0.39,0,0.17,446,"2,360.67",150,65.38,0.32,69.23,4.37,0.91,0.8,0.87,0,100,0,2.29,27,27-27
28,2362.09,,0,0.23,0,0.25,0.25,0.49,0,0.04,439,"2,362.09",213.04,17.39,0.34,108.7,6.06,0.79,0.69,0.74,0,100,0,12.25,27,27-28
29,2362.3,,0,1.96,0,0.67,0.67,6.28,0,0.05,449,"2,362.30",320.41,2.55,0.1,34.18,16.25,0.96,0.84,0.92,0,100,0,125.6,27,27-29
30,2363.04,,0,0.18,0,0.18,0.18,0.36,0,0.01,443,"2,363.04",200,5.56,0.33,100,4.37,0.86,0.75,0.81,0,100,0,36,27,27-30
31,2364.81,,0,0.19,0,0.18,0.18,0.3,0,0.02,442,"2,364.81",157.89,10.53,0.38,94.74,4.37,0.84,0.74,0.8,0,100,0,15,27,27-31
32,2365.12,,0,3.33,0,1.3,1.3,11.45,0,0.15,446,"2,365.12",343.84,4.5,0.1,39.04,31.53,0.91,0.8,0.87,0,100,0,76.33,27,27-32
33,2366.61,,0,0.21,0,0.16,0.16,0.4,0,0.01,447,"2,366.61",190.48,4.76,0.29,76.19,3.88,0.93,0.81,0.89,0,100,0,40,27,27-33
34,2367.02,,0,0.84,0,0.33,0.33,2.06,0,0.01,451,"2,367.02",245.24,1.19,0.14,39.29,8,1,0.87,0.96,0,100,0,206,27,27-34
35,2368.67,,0,0.06,0,0.03,0.03,0.11,0,0.01,444,"2,368.67",183.33,16.67,0.21,50,0.73,0.88,0.77,0.83,0,100,0,11,27,27-35
36,2370.76,,0,0.15,0,0.11,0.11,0.22,0,0.01,448,"2,370.76",146.67,6.67,0.33,73.33,2.67,0.95,0.83,0.9,0,100,0,22,27,27-36
37,2371.62,,0,0.09,0,0.05,0.05,0.13,0,0.03,442,"2,371.62",144.44,33.33,0.28,55.56,1.21,0.84,0.74,0.8,0,100,0,4.33,27,27-37
38,2372.73,,0,0.18,0,0.06,0.06,0.32,0,0.05,449,"2,372.73",177.78,27.78,0.16,33.33,1.46,0.96,0.84,0.92,0,100,0,6.4,27,27-38
